Date	Time	Name	Level	Text	Headers	Captions	Total
2018-11-24	17:57:35	Introduction	Section	0	1	0	1
2018-11-24	17:57:35	Splatter publication	Section	0	2	0	2
2018-11-24	17:57:35	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	17:57:35	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	17:57:35	Conclusion	Chapter	0	1	0	1
2018-11-24	17:57:35	References	Chapter	0	1	0	1
2018-11-24	18:46:15	docs/thesis.tex	Document	6330	86	0	6416
2018-11-24	18:46:15	Introduction	Chapter	6175	56	0	6231
2018-11-24	18:46:15	RNA sequencing	Section	894	10	0	904
2018-11-24	18:46:15	Library preparation	Subsection	417	2	0	419
2018-11-24	18:46:15	High-throughput sequencing	Subsection	246	2	0	248
2018-11-24	18:46:15	Analysis of RNA-seq data	Subsection	11	4	0	15
2018-11-24	18:46:15	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	18:46:15	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	18:46:15	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	18:46:15	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	18:46:15	Recent advances	Subsection	390	2	0	392
2018-11-24	18:46:15	Analysing scRNA-seq data	Section	3142	20	0	3162
2018-11-24	18:46:15	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-24	18:46:15	Normalisation and integration	Subsection	509	3	0	512
2018-11-24	18:46:15	Grouping cells	Subsection	388	2	0	390
2018-11-24	18:46:15	Ordering cells	Subsection	349	2	0	351
2018-11-24	18:46:15	Gene detection and interpretation	Subsection	494	4	0	498
2018-11-24	18:46:15	Alternative analyses	Subsection	115	2	0	117
2018-11-24	18:46:15	Kidney development	Section	18	11	0	29
2018-11-24	18:46:15	Structure and function	Subsection	7	3	0	10
2018-11-24	18:46:15	Stages of development	Subsection	3	3	0	6
2018-11-24	18:46:15	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	18:46:15	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	18:46:15	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	18:46:15	Introduction	Section	0	1	0	1
2018-11-24	18:46:15	Splatter publication	Section	0	2	0	2
2018-11-24	18:46:15	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	18:46:15	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	18:46:15	Conclusion	Chapter	0	1	0	1
2018-11-24	18:46:15	References	Chapter	0	1	0	1
2018-11-24	19:20:35	docs/thesis.tex	Document	6814	86	0	6900
2018-11-24	19:20:35	Introduction	Chapter	6659	56	0	6715
2018-11-24	19:20:35	RNA sequencing	Section	1376	10	0	1386
2018-11-24	19:20:35	Library preparation	Subsection	417	2	0	419
2018-11-24	19:20:35	High-throughput sequencing	Subsection	246	2	0	248
2018-11-24	19:20:35	Analysis of RNA-seq data	Subsection	493	4	0	497
2018-11-24	19:20:35	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-24	19:20:35	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-24	19:20:35	Droplet based cell capture	Subsection	311	4	0	315
2018-11-24	19:20:35	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-24	19:20:35	Recent advances	Subsection	390	2	0	392
2018-11-24	19:20:35	Analysing scRNA-seq data	Section	3144	20	0	3164
2018-11-24	19:20:35	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-24	19:20:35	Normalisation and integration	Subsection	509	3	0	512
2018-11-24	19:20:35	Grouping cells	Subsection	388	2	0	390
2018-11-24	19:20:35	Ordering cells	Subsection	349	2	0	351
2018-11-24	19:20:35	Gene detection and interpretation	Subsection	496	4	0	500
2018-11-24	19:20:35	Alternative analyses	Subsection	115	2	0	117
2018-11-24	19:20:35	Kidney development	Section	18	11	0	29
2018-11-24	19:20:35	Structure and function	Subsection	7	3	0	10
2018-11-24	19:20:35	Stages of development	Subsection	3	3	0	6
2018-11-24	19:20:35	Growing kidney organoids	Subsection	8	3	0	11
2018-11-24	19:20:35	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-24	19:20:35	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-24	19:20:35	Introduction	Section	0	1	0	1
2018-11-24	19:20:35	Splatter publication	Section	0	2	0	2
2018-11-24	19:20:35	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-24	19:20:35	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-24	19:20:35	Conclusion	Chapter	0	1	0	1
2018-11-24	19:20:35	References	Chapter	0	1	0	1
2018-11-25	10:36:40	docs/thesis.tex	Document	7354	86	0	7440
2018-11-25	10:36:40	Introduction	Chapter	7199	56	0	7255
2018-11-25	10:36:40	RNA sequencing	Section	1376	10	0	1386
2018-11-25	10:36:40	Library preparation	Subsection	417	2	0	419
2018-11-25	10:36:40	High-throughput sequencing	Subsection	246	2	0	248
2018-11-25	10:36:40	Analysis of RNA-seq data	Subsection	493	4	0	497
2018-11-25	10:36:40	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-25	10:36:40	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-25	10:36:40	Droplet based cell capture	Subsection	311	4	0	315
2018-11-25	10:36:40	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-25	10:36:40	Recent advances	Subsection	390	2	0	392
2018-11-25	10:36:40	Analysing scRNA-seq data	Section	3144	20	0	3164
2018-11-25	10:36:40	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-25	10:36:40	Normalisation and integration	Subsection	509	3	0	512
2018-11-25	10:36:40	Grouping cells	Subsection	388	2	0	390
2018-11-25	10:36:40	Ordering cells	Subsection	349	2	0	351
2018-11-25	10:36:40	Gene detection and interpretation	Subsection	496	4	0	500
2018-11-25	10:36:40	Alternative analyses	Subsection	115	2	0	117
2018-11-25	10:36:40	Kidney development	Section	558	11	0	569
2018-11-25	10:36:40	Structure and function	Subsection	547	3	0	550
2018-11-25	10:36:40	Stages of development	Subsection	3	3	0	6
2018-11-25	10:36:40	Growing kidney organoids	Subsection	8	3	0	11
2018-11-25	10:36:40	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-25	10:36:40	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-25	10:36:40	Introduction	Section	0	1	0	1
2018-11-25	10:36:40	Splatter publication	Section	0	2	0	2
2018-11-25	10:36:40	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-25	10:36:40	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-25	10:36:40	Conclusion	Chapter	0	1	0	1
2018-11-25	10:36:40	References	Chapter	0	1	0	1
2018-11-25	11:28:03	docs/thesis.tex	Document	7711	86	0	7797
2018-11-25	11:28:03	Introduction	Chapter	7556	56	0	7612
2018-11-25	11:28:03	RNA sequencing	Section	1376	10	0	1386
2018-11-25	11:28:03	Library preparation	Subsection	417	2	0	419
2018-11-25	11:28:03	High-throughput sequencing	Subsection	246	2	0	248
2018-11-25	11:28:03	Analysis of RNA-seq data	Subsection	493	4	0	497
2018-11-25	11:28:03	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-25	11:28:03	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-25	11:28:03	Droplet based cell capture	Subsection	311	4	0	315
2018-11-25	11:28:03	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-25	11:28:03	Recent advances	Subsection	390	2	0	392
2018-11-25	11:28:03	Analysing scRNA-seq data	Section	3144	20	0	3164
2018-11-25	11:28:03	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-25	11:28:03	Normalisation and integration	Subsection	509	3	0	512
2018-11-25	11:28:03	Grouping cells	Subsection	388	2	0	390
2018-11-25	11:28:03	Ordering cells	Subsection	349	2	0	351
2018-11-25	11:28:03	Gene detection and interpretation	Subsection	496	4	0	500
2018-11-25	11:28:03	Alternative analyses	Subsection	115	2	0	117
2018-11-25	11:28:03	Kidney development	Section	915	11	0	926
2018-11-25	11:28:03	Structure and function	Subsection	547	3	0	550
2018-11-25	11:28:03	Stages of development	Subsection	360	3	0	363
2018-11-25	11:28:03	Growing kidney organoids	Subsection	8	3	0	11
2018-11-25	11:28:03	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-25	11:28:03	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-25	11:28:03	Introduction	Section	0	1	0	1
2018-11-25	11:28:03	Splatter publication	Section	0	2	0	2
2018-11-25	11:28:03	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-25	11:28:03	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-25	11:28:03	Conclusion	Chapter	0	1	0	1
2018-11-25	11:28:03	References	Chapter	0	1	0	1
2018-11-25	12:23:51	docs/thesis.tex	Document	8299	86	0	8385
2018-11-25	12:23:51	Introduction	Chapter	8144	56	0	8200
2018-11-25	12:23:51	RNA sequencing	Section	1376	10	0	1386
2018-11-25	12:23:51	Library preparation	Subsection	417	2	0	419
2018-11-25	12:23:51	High-throughput sequencing	Subsection	246	2	0	248
2018-11-25	12:23:51	Analysis of RNA-seq data	Subsection	493	4	0	497
2018-11-25	12:23:51	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-25	12:23:51	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-25	12:23:51	Droplet based cell capture	Subsection	311	4	0	315
2018-11-25	12:23:51	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-25	12:23:51	Recent advances	Subsection	390	2	0	392
2018-11-25	12:23:51	Analysing scRNA-seq data	Section	3144	20	0	3164
2018-11-25	12:23:51	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-25	12:23:51	Normalisation and integration	Subsection	509	3	0	512
2018-11-25	12:23:51	Grouping cells	Subsection	388	2	0	390
2018-11-25	12:23:51	Ordering cells	Subsection	349	2	0	351
2018-11-25	12:23:51	Gene detection and interpretation	Subsection	496	4	0	500
2018-11-25	12:23:51	Alternative analyses	Subsection	115	2	0	117
2018-11-25	12:23:51	Kidney development	Section	1503	11	0	1514
2018-11-25	12:23:51	Structure and function	Subsection	547	3	0	550
2018-11-25	12:23:51	Stages of development	Subsection	360	3	0	363
2018-11-25	12:23:51	Growing kidney organoids	Subsection	596	3	0	599
2018-11-25	12:23:51	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-25	12:23:51	Simulating scRNA-seq data	Chapter	0	6	0	6
2018-11-25	12:23:51	Introduction	Section	0	1	0	1
2018-11-25	12:23:51	Splatter publication	Section	0	2	0	2
2018-11-25	12:23:51	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-25	12:23:51	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-25	12:23:51	Conclusion	Chapter	0	1	0	1
2018-11-25	12:23:51	References	Chapter	0	1	0	1
2018-11-25	13:57:07	docs/thesis.tex	Document	8773	86	0	8859
2018-11-25	13:57:07	Introduction	Chapter	8144	56	0	8200
2018-11-25	13:57:07	RNA sequencing	Section	1376	10	0	1386
2018-11-25	13:57:07	Library preparation	Subsection	417	2	0	419
2018-11-25	13:57:07	High-throughput sequencing	Subsection	246	2	0	248
2018-11-25	13:57:07	Analysis of RNA-seq data	Subsection	493	4	0	497
2018-11-25	13:57:07	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-25	13:57:07	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-25	13:57:07	Droplet based cell capture	Subsection	311	4	0	315
2018-11-25	13:57:07	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-25	13:57:07	Recent advances	Subsection	390	2	0	392
2018-11-25	13:57:07	Analysing scRNA-seq data	Section	3144	20	0	3164
2018-11-25	13:57:07	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-25	13:57:07	Normalisation and integration	Subsection	509	3	0	512
2018-11-25	13:57:07	Grouping cells	Subsection	388	2	0	390
2018-11-25	13:57:07	Ordering cells	Subsection	349	2	0	351
2018-11-25	13:57:07	Gene detection and interpretation	Subsection	496	4	0	500
2018-11-25	13:57:07	Alternative analyses	Subsection	115	2	0	117
2018-11-25	13:57:07	Kidney development	Section	1503	11	0	1514
2018-11-25	13:57:07	Structure and function	Subsection	547	3	0	550
2018-11-25	13:57:07	Stages of development	Subsection	360	3	0	363
2018-11-25	13:57:07	Growing kidney organoids	Subsection	596	3	0	599
2018-11-25	13:57:07	The scRNA-seq tools landscape	Chapter	0	4	0	4
2018-11-25	13:57:07	Simulating scRNA-seq data	Chapter	474	6	0	480
2018-11-25	13:57:07	Introduction	Section	474	1	0	475
2018-11-25	13:57:07	Splatter publication	Section	0	2	0	2
2018-11-25	13:57:07	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-25	13:57:07	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-25	13:57:07	Conclusion	Chapter	0	1	0	1
2018-11-25	13:57:07	References	Chapter	0	1	0	1
2018-11-25	14:29:39	docs/thesis.tex	Document	9133	87	0	9220
2018-11-25	14:29:39	Introduction	Chapter	8144	56	0	8200
2018-11-25	14:29:39	RNA sequencing	Section	1376	10	0	1386
2018-11-25	14:29:39	Library preparation	Subsection	417	2	0	419
2018-11-25	14:29:39	High-throughput sequencing	Subsection	246	2	0	248
2018-11-25	14:29:39	Analysis of RNA-seq data	Subsection	493	4	0	497
2018-11-25	14:29:39	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-25	14:29:39	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-25	14:29:39	Droplet based cell capture	Subsection	311	4	0	315
2018-11-25	14:29:39	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-25	14:29:39	Recent advances	Subsection	390	2	0	392
2018-11-25	14:29:39	Analysing scRNA-seq data	Section	3144	20	0	3164
2018-11-25	14:29:39	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-25	14:29:39	Normalisation and integration	Subsection	509	3	0	512
2018-11-25	14:29:39	Grouping cells	Subsection	388	2	0	390
2018-11-25	14:29:39	Ordering cells	Subsection	349	2	0	351
2018-11-25	14:29:39	Gene detection and interpretation	Subsection	496	4	0	500
2018-11-25	14:29:39	Alternative analyses	Subsection	115	2	0	117
2018-11-25	14:29:39	Kidney development	Section	1503	11	0	1514
2018-11-25	14:29:39	Structure and function	Subsection	547	3	0	550
2018-11-25	14:29:39	Stages of development	Subsection	360	3	0	363
2018-11-25	14:29:39	Growing kidney organoids	Subsection	596	3	0	599
2018-11-25	14:29:39	The scRNA-seq tools landscape	Chapter	360	5	0	365
2018-11-25	14:29:39	Introduction	Section	360	1	0	361
2018-11-25	14:29:39	Simulating scRNA-seq data	Chapter	474	6	0	480
2018-11-25	14:29:39	Introduction	Section	474	1	0	475
2018-11-25	14:29:39	Splatter publication	Section	0	2	0	2
2018-11-25	14:29:39	Visualising clustering across resolutions	Chapter	0	4	0	4
2018-11-25	14:29:39	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-25	14:29:39	Conclusion	Chapter	0	1	0	1
2018-11-25	14:29:39	References	Chapter	0	1	0	1
2018-11-25	15:07:07	docs/thesis.tex	Document	9573	88	0	9661
2018-11-25	15:07:07	Introduction	Chapter	8144	56	0	8200
2018-11-25	15:07:07	RNA sequencing	Section	1376	10	0	1386
2018-11-25	15:07:07	Library preparation	Subsection	417	2	0	419
2018-11-25	15:07:07	High-throughput sequencing	Subsection	246	2	0	248
2018-11-25	15:07:07	Analysis of RNA-seq data	Subsection	493	4	0	497
2018-11-25	15:07:07	Single-cell RNA-sequencing	Section	258	2	0	260
2018-11-25	15:07:07	Single-cell capture technologies	Section	1390	12	0	1402
2018-11-25	15:07:07	Droplet based cell capture	Subsection	311	4	0	315
2018-11-25	15:07:07	Unique Molecular Identifiers	Subsection	346	3	0	349
2018-11-25	15:07:07	Recent advances	Subsection	390	2	0	392
2018-11-25	15:07:07	Analysing scRNA-seq data	Section	3144	20	0	3164
2018-11-25	15:07:07	Pre-processing and quality control	Subsection	544	4	0	548
2018-11-25	15:07:07	Normalisation and integration	Subsection	509	3	0	512
2018-11-25	15:07:07	Grouping cells	Subsection	388	2	0	390
2018-11-25	15:07:07	Ordering cells	Subsection	349	2	0	351
2018-11-25	15:07:07	Gene detection and interpretation	Subsection	496	4	0	500
2018-11-25	15:07:07	Alternative analyses	Subsection	115	2	0	117
2018-11-25	15:07:07	Kidney development	Section	1503	11	0	1514
2018-11-25	15:07:07	Structure and function	Subsection	547	3	0	550
2018-11-25	15:07:07	Stages of development	Subsection	360	3	0	363
2018-11-25	15:07:07	Growing kidney organoids	Subsection	596	3	0	599
2018-11-25	15:07:07	The scRNA-seq tools landscape	Chapter	360	5	0	365
2018-11-25	15:07:07	Introduction	Section	360	1	0	361
2018-11-25	15:07:07	Simulating scRNA-seq data	Chapter	474	6	0	480
2018-11-25	15:07:07	Introduction	Section	474	1	0	475
2018-11-25	15:07:07	Splatter publication	Section	0	2	0	2
2018-11-25	15:07:07	Visualising clustering across resolutions	Chapter	440	5	0	445
2018-11-25	15:07:07	Introduction	Section	440	1	0	441
2018-11-25	15:07:07	Analysis of kidney organoid scRNA-seq data	Chapter	0	6	0	6
2018-11-25	15:07:07	Conclusion	Chapter	0	1	0	1
2018-11-25	15:07:07	References	Chapter	0	1	0	1
